increment_id,user_id,start_datetime,end_datetime,"Driver first name","Driver last name","Payment Type",amount,transaction_id,payer_id,txn_type,source,description,currency,charged_at,created,"Transferred Amount","Pulled Amount","Transferred Source transaction_id",Transfer_id,"Transfer created At"
,,,,,,,,,,,,,,,,823.94,0.00,ch_3MdUPnFbDFTkDvDo0NXaU7gx,tr_3MdUPnFbDFTkDvDo0P3b2p2R,"2023-03-23 09:00:04"
1000870-2,1,"2023-02-20 09:00:00","2023-02-27 09:00:00",Adam,Test013023,,,,,,,,,,,,,,,
,,,,,,4,32.62,ch_3MdY2NFbDFTkDvDo0ITklrpd,927,Charge,stripe,,USD,"2023-02-20 12:00:09","2023-02-20 12:00:09",,,,,
,,,,,,2,178.04,ch_3MdY2MFbDFTkDvDo0lkXS9HU,,Charge,stripe,,USD,"2023-02-20 12:00:09","2023-02-20 12:00:09",,,,,
,,,,,,,,,,,,,,,,153.08,0.00,ch_3MdY2MFbDFTkDvDo0lkXS9HU,tr_3MdY2MFbDFTkDvDo0rwwAjSt,"2023-02-27 13:00:05"
1000868-3,1,"2023-02-20 09:00:00","2023-02-27 09:00:00",Adam,Test013023,,,,,,,,,,,,,,,
,,,,,,2,178.04,ch_3MdY2SFbDFTkDvDo1DbhlkIQ,,Charge,stripe,,USD,"2023-02-20 12:00:13","2023-02-20 12:00:13",,,,,
,,,,,,,,,,,,,,,,153.08,0.00,ch_3MdY2SFbDFTkDvDo1DbhlkIQ,tr_3MdY2SFbDFTkDvDo1Uau3wXD,"2023-02-27 13:00:07"
1000869-3,1,"2023-02-20 09:00:00","2023-02-27 09:00:00",Adam,Test013023,,,,,,,,,,,,,,,
,,,,,,4,32.62,ch_3MdY2WFbDFTkDvDo1KAs4h0E,927,Charge,stripe,,USD,"2023-02-20 12:00:18","2023-02-20 12:00:18",,,,,
,,,,,,2,178.04,ch_3MdY2VFbDFTkDvDo0fqPJswZ,,Charge,stripe,,USD,"2023-02-20 12:00:18","2023-02-20 12:00:18",,,,,
,,,,,,,,,,,,,,,,153.08,0.00,ch_3MdY2VFbDFTkDvDo0fqPJswZ,tr_3MdY2VFbDFTkDvDo0kUaxvMn,"2023-02-27 13:00:08"
1000672-33,1,"2023-02-20 12:00:00","2023-03-13 12:00:00",Adam,Test0327,,,,,,,,,,,,,,,
,,,,,,2,447.83,ch_3MdaqXFbDFTkDvDo1xyffRBb,,Charge,stripe,,USD,"2023-02-20 15:00:07","2023-02-20 15:00:07",,,,,
,,,,,,,,,,,,,,,,385.05,0.00,ch_3MdaqXFbDFTkDvDo1xyffRBb,tr_3MdaqXFbDFTkDvDo1Fp6ucRS,"2023-03-13 16:00:05"
1000848-27,1,"2023-02-20 12:00:00","2023-02-27 12:00:00",Adam,Test081122v2,,,,,,,,,,,,,,,
,,,,,,4,97.93,ch_3MdaqcFbDFTkDvDo1bhkIvex,875,Charge,stripe,,USD,"2023-02-20 15:00:12","2023-02-20 15:00:12",,,,,
,,,,,,2,185.45,ch_3MdaqaFbDFTkDvDo0oioWo9W,,Charge,stripe,,USD,"2023-02-20 15:00:12","2023-02-20 15:00:12",,,,,
1000751-86,1,"2023-02-20 12:00:00","2023-02-27 12:00:00",Adam,Test062721,,,,,,,,,,,,,,,
,,,,,,4,68.60,ch_3MdaqhFbDFTkDvDo0rEhm2Wx,741,Charge,stripe,,USD,"2023-02-20 15:00:17","2023-02-20 15:00:17",,,,,
,,,,,,2,1.92,ch_3LUXR8FbDFTkDvDo01LIioYK,,Charge,wallet,,USD,"2022-08-08 15:00:08","2023-02-20 15:00:17",,,,,
,,,,,,2,4.32,ch_3LmcbfFbDFTkDvDo16AFmySl,,Charge,wallet,,USD,"2022-09-27 12:09:27","2023-02-20 15:00:17",,,,,
,,,,,,2,118.54,ch_3MdaqgFbDFTkDvDo1KUI0kfY,,Charge,stripe,,USD,"2023-02-20 15:00:17","2023-02-20 15:00:17",,,,,
,,,,,,2,-1.92,ch_3LUXR8FbDFTkDvDo01LIioYK,,Refund,wallet,,USD,"2022-08-08 15:00:08","2023-02-27 15:00:11",,,,,
,,,,,,2,-4.32,ch_3LmcbfFbDFTkDvDo16AFmySl,,Refund,wallet,,USD,"2022-09-27 12:09:27","2023-02-27 15:00:11",,,,,
,,,,,,,,,,,,,,,,100.76,0.00,ch_3MdaqgFbDFTkDvDo1KUI0kfY,tr_3MdaqgFbDFTkDvDo1E0afypT,"2023-02-27 16:00:07"
1000796-61,1,"2023-02-20 13:00:00","2023-02-27 13:00:00",Adam,Test121621,,,,,,,,,,,,,,,
,,,,,,4,99.89,ch_3MdbmdFbDFTkDvDo0xajzE9W,826,Charge,stripe,,USD,"2023-02-20 16:00:09","2023-02-20 16:00:09",,,,,
,,,,,,2,8.27,ch_3LUYNDFbDFTkDvDo1LUOqqad,,Charge,wallet,,USD,"2022-08-08 16:00:08","2023-02-20 16:00:09",,,,,
,,,,,,2,18.52,ch_3LmcboFbDFTkDvDo1jAYTtLQ,,Charge,wallet,,USD,"2022-09-27 12:09:27","2023-02-20 16:00:09",,,,,
,,,,,,2,509.12,ch_3MdbmcFbDFTkDvDo076ut2V6,,Charge,stripe,,USD,"2023-02-20 16:00:09","2023-02-20 16:00:09",,,,,
,,,,,,2,-8.27,ch_3LUYNDFbDFTkDvDo1LUOqqad,,Refund,wallet,,USD,"2022-08-08 16:00:08","2023-02-27 16:00:04",,,,,
,,,,,,2,-18.52,ch_3LmcboFbDFTkDvDo1jAYTtLQ,,Refund,wallet,,USD,"2022-09-27 12:09:27","2023-02-27 16:00:05",,,,,
,,,,,,,,,,,,,,,,432.75,0.00,ch_3MdbmcFbDFTkDvDo076ut2V6,tr_3MdbmcFbDFTkDvDo0ZdWdyMd,"2023-02-27 17:00:05"
1000766-66,1,"2023-02-20 13:00:00","2023-02-27 13:00:00",Adam,Test111021v2,,,,,,,,,,,,,,,
,,,,,,4,99.89,ch_3MdbmjFbDFTkDvDo15gLP1Iv,800,Charge,stripe,,USD,"2023-02-20 16:00:14","2023-02-20 16:00:14",,,,,
,,,,,,2,4.16,ch_3LTTJjFbDFTkDvDo0RU3FTFI,,Charge,wallet,,USD,"2022-08-05 16:24:05","2023-02-20 16:00:14",,,,,
,,,,,,2,9.26,ch_3LmcaTFbDFTkDvDo1N3D6tUQ,,Charge,wallet,,USD,"2022-09-27 12:08:27","2023-02-20 16:00:14",,,,,
,,,,,,2,255.25,ch_3MdbmiFbDFTkDvDo0BKfLr0d,,Charge,stripe,,USD,"2023-02-20 16:00:15","2023-02-20 16:00:15",,,,,
,,,,,,2,-4.16,ch_3LTTJjFbDFTkDvDo0RU3FTFI,,Refund,wallet,,USD,"2022-08-05 16:24:05","2023-02-27 16:00:09",,,,,
,,,,,,2,-9.26,ch_3LmcaTFbDFTkDvDo1N3D6tUQ,,Refund,wallet,,USD,"2022-09-27 12:08:27","2023-02-27 16:00:10",,,,,
,,,,,,,,,,,,,,,,216.96,0.00,ch_3MdbmiFbDFTkDvDo0BKfLr0d,tr_3MdbmiFbDFTkDvDo0YNmEf2U,"2023-02-27 17:00:06"
1000849-27,1,"2023-02-20 15:36:00","2023-02-27 15:36:00",Adam,Test081222,,,,,,,,,,,,,,,
,,,,,,4,97.93,ch_3MdeHRFbDFTkDvDo0JFVaXZE,880,Charge,stripe,,USD,"2023-02-20 18:40:06","2023-02-20 18:40:06",,,,,
,,,,,,2,207.25,ch_3MdeHPFbDFTkDvDo0A0WwD6J,,Charge,stripe,,USD,"2023-02-20 18:40:07","2023-02-20 18:40:07",,,,,
1000789-62,1,"2023-02-20 15:56:00","2023-02-27 15:56:00",Adam,Test121021,,,,,,,,,,,,,,,
,,,,,,4,99.89,ch_3MdeWuFbDFTkDvDo0ra0jR34,822,Charge,stripe,,USD,"2023-02-20 18:56:06","2023-02-20 18:56:06",,,,,
,,,,,,2,351.66,ch_3MdeWtFbDFTkDvDo1D04baXy,,Charge,stripe,,USD,"2023-02-20 18:56:06","2023-02-20 18:56:06",,,,,
,,,,,,,,,,,,,,,,302.36,0.00,ch_3MdeWtFbDFTkDvDo1D04baXy,tr_3MdeWtFbDFTkDvDo13LnWo2a,"2023-02-27 19:00:05"
1000661-34,1,"2023-02-20 16:00:00","2023-03-13 16:00:00",Tr,Rr,,,,,,,,,,,,,,,
,,,,,,2,400.19,ch_3MdeaoFbDFTkDvDo1Sd2ikJK,,Charge,stripe,,USD,"2023-02-20 19:00:07","2023-02-20 19:00:07",,,,,
,,,,,,,,,,,,,,,,344.09,0.00,ch_3MdeaoFbDFTkDvDo1Sd2ikJK,tr_3MdeaoFbDFTkDvDo1MCTIPkd,"2023-03-13 20:00:05"
1000700-96,1,"2023-02-20 16:00:00","2023-02-27 16:00:00",Adam,Test041921,,,,,,,,,,,,,,,
,,,,,,2,173.77,ch_3MdeaqFbDFTkDvDo0mT4eiKb,,Charge,stripe,,USD,"2023-02-20 19:00:10","2023-02-20 19:00:10",,,,,
,,,,,,,,,,,,,,,,149.41,0.00,ch_3MdeaqFbDFTkDvDo0mT4eiKb,tr_3MdeaqFbDFTkDvDo0Ng28nHf,"2023-02-27 20:00:07"
1000850-27,1,"2023-02-20 16:07:00","2023-02-27 16:07:00",Adam,Test081222v5,,,,,,,,,,,,,,,
,,,,,,4,97.93,ch_3MdeiWFbDFTkDvDo0E9feVQb,881,Charge,stripe,,USD,"2023-02-20 19:08:05","2023-02-20 19:08:05",,,,,
,,,,,,2,186.43,ch_3MdeiVFbDFTkDvDo0Zm3Z6u7,,Charge,stripe,,USD,"2023-02-20 19:08:06","2023-02-20 19:08:06",,,,,
1000827-50,1,"2023-02-20 16:14:00","2023-02-27 16:14:00",Adam,Test0307,,,,,,,,,,,,,,,
,,,,,,4,99.89,ch_3MdeqGFbDFTkDvDo0DOKL0fo,850,Charge,stripe,,USD,"2023-02-20 19:16:05","2023-02-20 19:16:05",,,,,
,,,,,,2,4.33,ch_3LUbQpFbDFTkDvDo0z4ed9ku,,Charge,wallet,,USD,"2022-08-08 19:16:08","2023-02-20 19:16:06",,,,,
,,,,,,2,9.74,ch_3LmccFFbDFTkDvDo0RHxfgmP,,Charge,wallet,,USD,"2022-09-27 12:10:27","2023-02-20 19:16:06",,,,,
,,,,,,2,267.25,ch_3MdeqFFbDFTkDvDo0YyTKkSg,,Charge,stripe,,USD,"2023-02-20 19:16:06","2023-02-20 19:16:06",,,,,
,,,,,,2,-4.33,ch_3LUbQpFbDFTkDvDo0z4ed9ku,,Refund,wallet,,USD,"2022-08-08 19:16:08","2023-02-27 19:16:02",,,,,
,,,,,,2,-9.74,ch_3LmccFFbDFTkDvDo0RHxfgmP,,Refund,wallet,,USD,"2022-09-27 12:10:27","2023-02-27 19:16:02",,,,,
,,,,,,,,,,,,,,,,227.16,0.00,ch_3MdeqFFbDFTkDvDo0YyTKkSg,tr_3MdeqFFbDFTkDvDo0LfTO4f3,"2023-02-27 20:00:08"
1000822-56,1,"2023-02-20 16:22:00","2023-02-27 16:22:00",Adam,Test012122,,,,,,,,,,,,,,,
,,,,,,4,99.89,ch_3Mdey0FbDFTkDvDo01ZG5EyV,845,Charge,stripe,,USD,"2023-02-20 19:24:05","2023-02-20 19:24:05",,,,,
,,,,,,2,325.29,ch_3MdexyFbDFTkDvDo0wvIWNiK,,Charge,stripe,,USD,"2023-02-20 19:24:06","2023-02-20 19:24:06",,,,,
,,,,,,,,,,,,,,,,279.69,0.00,ch_3MdexyFbDFTkDvDo0wvIWNiK,tr_3MdexyFbDFTkDvDo0HsbGQuP,"2023-02-27 20:00:09"
1000839-32,1,"2023-02-20 17:03:00","2023-02-27 17:03:00",Adam,Test062922,,,,,,,,,,,,,,,
,,,,,,4,99.89,ch_3MdfeaFbDFTkDvDo1CHct7gu,852,Charge,stripe,,USD,"2023-02-20 20:08:06","2023-02-20 20:08:06",,,,,
,,,,,,2,233.99,ch_3MdfeZFbDFTkDvDo0NBCXXvG,,Charge,stripe,,USD,"2023-02-20 20:08:06","2023-02-20 20:08:06",,,,,
1000811-58,1,"2023-02-20 17:35:00","2023-02-27 17:35:00",Adam,Test011022,,,,,,,,,,,,,,,
,,,,,,4,99.89,ch_3Mdg9ZFbDFTkDvDo0CqTscGl,839,Charge,stripe,,USD,"2023-02-20 20:40:07","2023-02-20 20:40:07",,,,,
,,,,,,2,4.09,ch_3LUck6FbDFTkDvDo1lKRBtPX,,Charge,wallet,,USD,"2022-08-08 20:40:08","2023-02-20 20:40:07",,,,,
,,,,,,2,9.14,ch_3LmccWFbDFTkDvDo0VGsgXYw,,Charge,wallet,,USD,"2022-09-27 12:10:27","2023-02-20 20:40:07",,,,,
,,,,,,2,251.47,ch_3Mdg9YFbDFTkDvDo1aj4vRQb,,Charge,stripe,,USD,"2023-02-20 20:40:07","2023-02-20 20:40:07",,,,,
,,,,,,2,-4.09,ch_3LUck6FbDFTkDvDo1lKRBtPX,,Refund,wallet,,USD,"2022-08-08 20:40:08","2023-02-27 20:40:02",,,,,
,,,,,,2,-9.14,ch_3LmccWFbDFTkDvDo0VGsgXYw,,Refund,wallet,,USD,"2022-09-27 12:10:27","2023-02-27 20:40:02",,,,,
,,,,,,,,,,,,,,,,213.75,0.00,ch_3Mdg9YFbDFTkDvDo1aj4vRQb,tr_3Mdg9YFbDFTkDvDo17wIcdf6,"2023-02-27 21:00:07"
1000754-86,1,"2023-02-20 22:00:00","2023-02-27 22:00:00",Adam,Test062821v3,,,,,,,,,,,,,,,
,,,,,,4,68.60,ch_3MdkDEFbDFTkDvDo0XBIQpsL,744,Charge,stripe,,USD,"2023-02-21 01:00:09","2023-02-21 01:00:09",,,,,
,,,,,,2,2.33,ch_3LUgnkFbDFTkDvDo1kQZPVhh,,Charge,wallet,,USD,"2022-08-09 01:00:09","2023-02-21 01:00:09",,,,,
,,,,,,2,5.22,ch_3LmccaFbDFTkDvDo0aNJjpIE,,Charge,wallet,,USD,"2022-09-27 12:10:27","2023-02-21 01:00:09",,,,,
,,,,,,2,143.45,ch_3MdkDCFbDFTkDvDo1v6zS2gc,,Charge,stripe,,USD,"2023-02-21 01:00:09","2023-02-21 01:00:09",,,,,
,,,,,,2,-2.33,ch_3LUgnkFbDFTkDvDo1kQZPVhh,,Refund,wallet,,USD,"2022-08-09 01:00:09","2023-02-28 01:00:04",,,,,
,,,,,,2,-5.22,ch_3LmccaFbDFTkDvDo0aNJjpIE,,Refund,wallet,,USD,"2022-09-27 12:10:27","2023-02-28 01:00:05",,,,,
,,,,,,,,,,,,,,,,121.93,0.00,ch_3MdkDCFbDFTkDvDo1v6zS2gc,tr_3MdkDCFbDFTkDvDo1IEhr1OW,"2023-02-28 02:00:05"
1000866-13,1,"2023-02-20 22:30:00","2023-02-27 22:30:00",Adam,Test112122,,,,,,,,,,,,,,,
,,,,,,4,32.62,ch_3Mdki8FbDFTkDvDo1YDgX0ec,912,Charge,stripe,,USD,"2023-02-21 01:32:05","2023-02-21 01:32:05",,,,,
,,,,,,2,215.60,ch_3Mdki6FbDFTkDvDo0c1tliwX,,Charge,stripe,,USD,"2023-02-21 01:32:06","2023-02-21 01:32:06",,,,,
1000858-17,1,"2023-02-21 08:00:00","2023-02-28 08:00:00",Adam,Test102422,,,,,,,,,,,,,,,
,,,,,,4,97.93,ch_3MdtZrFbDFTkDvDo0BUQHvrd,905,Charge,stripe,,USD,"2023-02-21 11:00:09","2023-02-21 11:00:09",,,,,
,,,,,,2,345.06,ch_3MdtZqFbDFTkDvDo1emWDRma,,Charge,stripe,,USD,"2023-02-21 11:00:10","2023-02-21 11:00:10",,,,,
1000828-46,1,"2023-02-21 12:00:00","2023-02-28 12:00:00",Adam,Test0307,,,,,,,,,,,,,,,
,,,,,,4,99.89,ch_3MdxK8FbDFTkDvDo0G3ZxekA,850,Charge,stripe,,USD,"2023-02-21 15:00:09","2023-02-21 15:00:09",,,,,
,,,,,,2,4.43,ch_3LUtueFbDFTkDvDo0oDJ6MCh,,Charge,wallet,,USD,"2022-08-09 15:00:09","2023-02-21 15:00:10",,,,,
,,,,,,2,9.92,ch_3LmccfFbDFTkDvDo1aeyJDz5,,Charge,wallet,,USD,"2022-09-27 12:10:27","2023-02-21 15:00:10",,,,,
,,,,,,2,272.67,ch_3MdxK6FbDFTkDvDo1YtcCjxs,,Charge,stripe,,USD,"2023-02-21 15:00:10","2023-02-21 15:00:10",,,,,
,,,,,,2,-4.43,ch_3LUtueFbDFTkDvDo0oDJ6MCh,,Refund,wallet,,USD,"2022-08-09 15:00:09","2023-02-28 15:00:03",,,,,
,,,,,,2,-9.92,ch_3LmccfFbDFTkDvDo1aeyJDz5,,Refund,wallet,,USD,"2022-09-27 12:10:27","2023-02-28 15:00:04",,,,,
,,,,,,,,,,,,,,,,231.77,0.00,ch_3MdxK6FbDFTkDvDo1YtcCjxs,tr_3MdxK6FbDFTkDvDo1sZHa2JF,"2023-02-28 16:00:06"
1000778-66,1,"2023-02-21 13:00:00","2023-02-28 13:00:00",Adam,Test112321,,,,,,,,,,,,,,,
,,,,,,4,99.89,ch_3MdyGAFbDFTkDvDo1xJxwsgb,811,Charge,stripe,,USD,"2023-02-21 16:00:08","2023-02-21 16:00:08",,,,,
,,,,,,2,4.56,ch_3LUuqiFbDFTkDvDo0QiasmSp,,Charge,wallet,,USD,"2022-08-09 16:00:09","2023-02-21 16:00:08",,,,,
,,,,,,2,10.25,ch_3LmccoFbDFTkDvDo1Fza6HIX,,Charge,wallet,,USD,"2022-09-27 12:11:27","2023-02-21 16:00:08",,,,,
,,,,,,2,281.27,ch_3MdyG9FbDFTkDvDo1XmLQhYK,,Charge,stripe,,USD,"2023-02-21 16:00:08","2023-02-21 16:00:08",,,,,
,,,,,,2,-4.56,ch_3LUuqiFbDFTkDvDo0QiasmSp,,Refund,wallet,,USD,"2022-08-09 16:00:09","2023-02-28 16:00:10",,,,,
,,,,,,2,-10.25,ch_3LmccoFbDFTkDvDo1Fza6HIX,,Refund,wallet,,USD,"2022-09-27 12:11:27","2023-02-28 16:00:10",,,,,
,,,,,,,,,,,,,,,,239.08,0.00,ch_3MdyG9FbDFTkDvDo1XmLQhYK,tr_3MdyG9FbDFTkDvDo1o5NnwtM,"2023-02-28 17:00:06"
1000673-99,1,"2023-02-21 13:47:00","2023-02-28 13:47:00",Adam,Test0327,,,,,,,,,,,,,,,
,,,,,,2,187.06,ch_3Mdz0ZFbDFTkDvDo07BkDzHn,,Charge,stripe,,USD,"2023-02-21 16:48:04","2023-02-21 16:48:04",,,,,
,,,,,,,,,,,,,,,,161.94,0.00,ch_3Mdz0ZFbDFTkDvDo07BkDzHn,tr_3Mdz0ZFbDFTkDvDo0k4LaRSq,"2023-02-28 17:00:08"
1000842-28,1,"2023-02-21 15:41:00","2023-02-28 15:41:00",Adam,Test080522,,,,,,,,,,,,,,,
,,,,,,4,97.93,ch_3Me0sjFbDFTkDvDo0TQmHdze,867,Charge,stripe,,USD,"2023-02-21 18:48:07","2023-02-21 18:48:07",,,,,
,,,,,,2,180.51,ch_3Me0shFbDFTkDvDo119WfL3j,,Charge,stripe,,USD,"2023-02-21 18:48:07","2023-02-21 18:48:07",,,,,
1000755-86,1,"2023-02-21 16:00:00","2023-02-28 16:00:00",Adam,Test062921,,,,,,,,,,,,,,,
,,,,,,4,65.31,ch_3Me14NFbDFTkDvDo0mHNzChy,745,Charge,stripe,,USD,"2023-02-21 19:00:09","2023-02-21 19:00:09",,,,,
,,,,,,2,4.28,ch_3LUxeuFbDFTkDvDo1w1dVhLP,,Charge,wallet,,USD,"2022-08-09 19:00:09","2023-02-21 19:00:09",,,,,
,,,,,,2,9.57,ch_3Lmcd0FbDFTkDvDo0fmT894i,,Charge,wallet,,USD,"2022-09-27 12:11:27","2023-02-21 19:00:09",,,,,
,,,,,,2,263.21,ch_3Me14MFbDFTkDvDo1o2w7ipP,,Charge,stripe,,USD,"2023-02-21 19:00:09","2023-02-21 19:00:09",,,,,
,,,,,,2,-4.28,ch_3LUxeuFbDFTkDvDo1w1dVhLP,,Refund,wallet,,USD,"2022-08-09 19:00:09","2023-02-28 19:00:03",,,,,
,,,,,,2,-9.57,ch_3Lmcd0FbDFTkDvDo0fmT894i,,Refund,wallet,,USD,"2022-09-27 12:11:27","2023-02-28 19:00:03",,,,,
,,,,,,,,,,,,,,,,223.73,0.00,ch_3Me14MFbDFTkDvDo1o2w7ipP,tr_3Me14MFbDFTkDvDo1jtCxWLS,"2023-02-28 20:00:05"
1000706-95,1,"2023-02-21 17:00:00","2023-02-28 17:00:00",Adam,Test0426,,,,,,,,,,,,,,,
,,,,,,4,34.23,ch_3Me20QFbDFTkDvDo0UzYCinn,632,Charge,stripe,,USD,"2023-02-21 20:00:08","2023-02-21 20:00:08",,,,,
,,,,,,2,203.88,ch_3Me20PFbDFTkDvDo0QYJeLcn,,Charge,stripe,,USD,"2023-02-21 20:00:08","2023-02-21 20:00:08",,,,,
,,,,,,,,,,,,,,,,175.30,0.00,ch_3Me20PFbDFTkDvDo0QYJeLcn,tr_3Me20PFbDFTkDvDo0Z1wD0vk,"2023-02-28 21:00:06"
1000843-28,1,"2023-02-21 17:36:00","2023-02-28 17:36:00",Imran,Mohiuddin,,,,,,,,,,,,,,,
,,,,,,4,48.93,ch_3Me2d6FbDFTkDvDo1cJEoi0p,869,Charge,stripe,,USD,"2023-02-21 20:40:06","2023-02-21 20:40:06",,,,,
,,,,,,2,119.99,ch_3Me2d5FbDFTkDvDo1Eda34d7,,Charge,stripe,,USD,"2023-02-21 20:40:06","2023-02-21 20:40:06",,,,,
1000679-33,1,"2023-02-21 18:00:00","2023-03-14 18:00:00",ADAM,POTASH,,,,,,,,,,,,,,,
,,,,,,2,441.31,ch_3Me2wTFbDFTkDvDo1uBCgpri,,Charge,stripe,,USD,"2023-02-21 21:00:07","2023-02-21 21:00:07",,,,,
,,,,,,,,,,,,,,,,379.44,0.00,ch_3Me2wTFbDFTkDvDo1uBCgpri,tr_3Me2wTFbDFTkDvDo1g5V58ze,"2023-03-14 22:00:05"
1000724-94,1,"2023-02-21 21:00:00","2023-02-28 21:00:00",Adam,Test050221,,,,,,,,,,,,,,,
,,,,,,4,68.60,ch_3Me5khFbDFTkDvDo1yqwxmzf,706,Charge,stripe,,USD,"2023-02-22 00:00:09","2023-02-22 00:00:09",,,,,
,,,,,,2,4.70,ch_3LSqYFFbDFTkDvDo0MqoqN4z,,Charge,wallet,,USD,"2022-08-03 23:00:03","2023-02-22 00:00:09",,,,,
,,,,,,2,8.83,ch_3LXvDUFbDFTkDvDo1JWCgqml,,Charge,wallet,,USD,"2022-08-17 23:00:17","2023-02-22 00:00:09",,,,,
,,,,,,2,265.10,ch_3Me5kgFbDFTkDvDo1PScM8qH,,Charge,stripe,,USD,"2023-02-22 00:00:09","2023-02-22 00:00:09",,,,,
,,,,,,2,-4.70,ch_3LSqYFFbDFTkDvDo0MqoqN4z,,Refund,wallet,,USD,"2022-08-03 23:00:03","2023-03-01 00:00:04",,,,,
,,,,,,2,-8.83,ch_3LXvDUFbDFTkDvDo1JWCgqml,,Refund,wallet,,USD,"2022-08-17 23:00:17","2023-03-01 00:00:04",,,,,
,,,,,,,,,,,,,,,,225.34,0.00,ch_3Me5kgFbDFTkDvDo1PScM8qH,tr_3Me5kgFbDFTkDvDo1WqoZXBk,"2023-03-01 01:00:06"
1000757-88,1,"2023-02-21 21:23:00","2023-02-27 21:23:00",Adam,Test090821,,,,,,,,,,,,,,,
,,,,,,4,57.12,ch_3Me67rFbDFTkDvDo0208e84B,770,Charge,stripe,,USD,"2023-02-22 00:24:05","2023-02-22 00:24:05",,,,,
,,,,,,2,138.80,ch_3Me67qFbDFTkDvDo1Zlf6VfT,,Charge,stripe,,USD,"2023-02-22 00:24:05","2023-02-22 00:24:05",,,,,
,,,,,,,,,,,,,,,,119.34,0.00,ch_3Me67qFbDFTkDvDo1Zlf6VfT,tr_3Me67qFbDFTkDvDo1wYjc0rf,"2023-02-28 01:00:06"
1000680-33,1,"2023-02-21 22:00:00","2023-03-14 22:00:00",ADAM,POTASH,,,,,,,,,,,,,,,
,,,,,,2,437.04,ch_3Me6gkFbDFTkDvDo0xZVw8sD,,Charge,stripe,,USD,"2023-02-22 01:00:07","2023-02-22 01:00:07",,,,,
,,,,,,,,,,,,,,,,375.77,0.00,ch_3Me6gkFbDFTkDvDo0xZVw8sD,tr_3Me6gkFbDFTkDvDo0qsqsaxj,"2023-03-15 02:00:06"
1000708-95,1,"2023-02-21 23:00:00","2023-02-28 23:00:00",Adam,Test042721v7,,,,,,,,,,,,,,,
,,,,,,4,68.53,ch_3Me7cpFbDFTkDvDo1CTucW8O,643,Charge,stripe,,USD,"2023-02-22 02:00:08","2023-02-22 02:00:08",,,,,
,,,,,,2,197.51,ch_3Me7cnFbDFTkDvDo0PqMZS4H,,Charge,stripe,,USD,"2023-02-22 02:00:09","2023-02-22 02:00:09",,,,,
,,,,,,,,,,,,,,,,169.82,0.00,ch_3Me7cnFbDFTkDvDo0PqMZS4H,tr_3Me7cnFbDFTkDvDo0l9VpCIY,"2023-03-01 03:00:05"
1000852-20,1,"2023-02-22 02:00:00","2023-03-01 02:00:00",Adam,Test092222,,,,,,,,,,,,,,,
,,,,,,4,32.62,ch_3MeAR0FbDFTkDvDo1jh9CNqZ,896,Charge,stripe,,USD,"2023-02-22 05:00:08","2023-02-22 05:00:08",,,,,
,,,,,,2,150.40,ch_3MeAQzFbDFTkDvDo0GZqpGAI,,Charge,stripe,,USD,"2023-02-22 05:00:08","2023-02-22 05:00:08",,,,,
1000859-17,1,"2023-02-22 08:00:00","2023-03-01 08:00:00",Adam,Test102522,,,,,,,,,,,,,,,
,,,,,,4,97.93,ch_3MeG3QFbDFTkDvDo1DhCJ1SE,907,Charge,stripe,,USD,"2023-02-22 11:00:10","2023-02-22 11:00:10",,,,,
,,,,,,2,365.96,ch_3MeG3OFbDFTkDvDo0TjZGauY,,Charge,stripe,,USD,"2023-02-22 11:00:10","2023-02-22 11:00:10",,,,,
1000856-18,1,"2023-02-22 08:00:00","2023-03-01 08:00:00",Adam,Test101822,,,,,,,,,,,,,,,
,,,,,,4,97.93,ch_3MeG3WFbDFTkDvDo0Ndaz639,903,Charge,stripe,,USD,"2023-02-22 11:00:16","2023-02-22 11:00:16",,,,,
,,,,,,2,174.89,ch_3MeG3VFbDFTkDvDo1IF02Iy0,,Charge,stripe,,USD,"2023-02-22 11:00:16","2023-02-22 11:00:16",,,,,
1000861-15,1,"2023-02-22 09:00:00","2023-03-01 09:00:00",Adam,Test110822,,,,,,,,,,,,,,,
,,,,,,4,32.62,ch_3MeGzTFbDFTkDvDo0nnMcunK,909,Charge,stripe,,USD,"2023-02-22 12:00:09","2023-02-22 12:00:09",,,,,
,,,,,,2,118.44,ch_3M6XsTFbDFTkDvDo1MXKaMk8,,Charge,wallet,,USD,"2022-11-21 11:09:30","2023-02-22 12:00:09",,,,,
,,,,,,2,26.57,ch_3MeGzSFbDFTkDvDo10AeyU5y,,Charge,stripe,,USD,"2023-02-22 12:00:09","2023-02-22 12:00:09",,,,,
1000709-95,1,"2023-02-22 12:00:00","2023-03-01 12:00:00",Adam,Test042721v8,,,,,,,,,,,,,,,
,,,,,,4,179.62,ch_3MeJneFbDFTkDvDo0ij8UZPw,644,Charge,stripe,,USD,"2023-02-22 15:00:08","2023-02-22 15:00:08",,,,,
,,,,,,2,196.01,ch_3MeJndFbDFTkDvDo055gwxkL,,Charge,stripe,,USD,"2023-02-22 15:00:08","2023-02-22 15:00:08",,,,,
,,,,,,,,,,,,,,,,168.53,0.00,ch_3MeJndFbDFTkDvDo055gwxkL,tr_3MeJndFbDFTkDvDo0eiu2Pl6,"2023-03-01 16:00:07"
